"Trait ID","Trait name","Method","RS#","Chromosome","Marker Position (bp)","QTN effect","LOD score","-log10(P)","r2 (%)","MAF","Genotype  for code 1","Var_Error","Var_phen (total)"
"6","Trait6","mrMLM","PstI.TP1025634","2","71277610","2.0033","3.9149","4.662208"," 2.1442","0.0721","G","2.9301","6.4029"
"6","Trait6","mrMLM","NsiI.TP346008","4","67938088","1.8332","4.6546","5.436357"," 3.5569","0.1154","A","",""
"6","Trait6","mrMLM","PstI.TP298201","6"," 1375822","1.7283","3.2360","3.945939","26.1416","0.0962","C","",""
"6","Trait6","mrMLM","NsiI.TP765320","7"," 5038310","1.6717","3.9445","4.693298","26.2774","0.1058","C","",""
"6","Trait6","FASTmrMLM","PstI.TP1025634","2","71277610","1.7075","3.1914","3.8986","1.7021","0.0708","G","3.3156","6.4029"
"6","Trait6","FASTmrMLM","NsiI.TP346008","4","67938088","1.7149","3.5986","4.3293","3.401","0.1132","A","",""
"6","Trait6","FASTmrMLM","PstI.TP298201","6","1375822","1.3767","3.5983","4.329","18.1246","0.0943","C","",""
"6","Trait6","FASTmrMLM","NsiI.TP765320","7","5038310","1.5019","3.5978","4.3285","23.1761","0.1132","C","",""
"6","Trait6","FASTmrEMMA","PstI.TP224188","11","1842","-2.1016","4.0842","4.8399","8.3984","0.3774","A","4.2496","6.4029"
"6","Trait6","pLARmEB","PstI.TP710636","6","45894338","1.1617","3.0471","3.7454","7.446","0.2028","A","3.5799","6.4029"
"6","Trait6","pLARmEB","NsiI.TP765320","7","5038310","1.7255","5.2559","6.0621","11.2063","0.1132","C","",""
"6","Trait6","pLARmEB","PstI.TP224188","11","1842","-1.0736","5.0649","5.8636","6.3108","0.3774","A","",""
"6","Trait6","ISIS EM-BLASSO","PstI.TP298201","6","1375822","1.5466","4.0146","4.7669","19.8726","0.0943","C","3.0212","6.4029"
"6","Trait6","ISIS EM-BLASSO","NsiI.TP765320","7","5038310","1.5795","4.6219","5.4022","22.271","0.1132","C","",""
"6","Trait6","ISIS EM-BLASSO","PstI.TP224188","11","1842","-0.921","4.1443","4.9029","11.0138","0.3774","A","",""
"6","Trait6","ISIS EM-BLASSO","PstI.TP631928","11","4437","0.7813","3.4762","4.2001","2.0433","0.2311","C","",""
